Lunenburg,NS,https://weather.gc.ca/forecast/hourly/ns-21_metric_e.html
Halifax,NS,https://weather.gc.ca/forecast/hourly/ns-19_metric_e.html
Truro,NS,https://weather.gc.ca/forecast/hourly/ns-25_metric_e.html
Sydney,NS,https://weather.gc.ca/forecast/hourly/ns-31_metric_e.html
Yarmouth,NS,https://weather.gc.ca/forecast/hourly/ns-29_metric_e.html
Calgary,AB,https://weather.gc.ca/forecast/hourly/ab-52_metric_e.html
Edmonton,AB,https://weather.gc.ca/forecast/hourly/ab-50_metric_e.html
